,Individual words,Occurrences
4642,illegality,1
4643,illegally,8
4644,illegals,25
4645,illgotten,1
4646,illiterate,2
4647,image,3
4648,images,3
4649,imagine,12
4650,imbalance,1
4651,imitate,2
4652,immediate,1
4653,immediately,4
4654,immemorial,1
4655,immense,1
4656,immersed,1
4657,immersion,1
4658,immigrant,878
4659,immigrants,193
4660,immigration,40
4661,imminent,2
4662,immortalized,1
4663,immune,1
4664,immunized,1
4665,impact,2
4666,impacted,1
4667,implacable,1
4668,imply,1
4669,import,1
4670,importance,1
4671,important,14
4672,imported,3
4673,impose,2
4674,imposed,1
4675,impossible,7
4676,impresses,1
4677,impressive,2
4678,imprison,1
4679,improve,2
4680,improvised,1
4681,impunity,1
4682,in,1030
4683,inability,1
4684,inaction,1
4685,inauguration,3
4686,incapable,2
4687,incentives,2
4688,incidents,1
4689,incinerate,1
4690,incite,1
4691,include,1
4692,included,5
4693,includes,1
4694,including,8
4695,inclusion,6
4696,inclusive,1
4697,income,7
4698,incommunicado,1
4699,incompatible,1
4700,incompetent,2
4701,incontestable,1
4702,increase,3
4703,increased,5
4704,increases,1
4705,increasingly,1
4706,incredible,2
4707,incredibly,1
4708,indecent,2
4709,indeed,2
4710,indefensible,2
4711,independence,4
4712,independent,1
4713,independentistas,1
4714,independentists,2
4715,indigenous,4
4716,indirect,1
4717,indisputable,3
4718,individual,6
4719,individuals,1
4720,indoctrinated,1
4721,indoors,2
4722,industrial,2
4723,industry,3
4724,inept,2
4725,ineptitude,1
4726,inexperienced,2
4727,infect,1
4728,infected,3
4729,infection,1
4730,infections,1
4731,infectious,1
4732,infiltrators,1
4733,infinitely,1
4734,inflation,1
4735,information,8
4736,informed,2
4737,inhabitants,2
4738,inherent,1
4739,inherit,1
4740,inheritance,1
4741,inhibition,1
4742,inhumane,1
4743,initially,2
4744,injected,2
4745,injure,1
4746,injured,7
4747,injuries,1
4748,injury,1
4749,inn,3
4750,innocence,1
4751,innocent,3
4752,innocents,1
4753,insecure,2
4754,insecurity,2
4755,insert,1
4756,inside,3
4757,insinuated,1
4758,insist,1
4759,inspection,1
4760,installed,1
4761,installment,1
4762,instead,12
4763,instit,1
4764,institutional,1
4765,institutions,3
4766,insufferable,1
4767,insult,10
4768,insultblack,1
4769,insulted,2
4770,insulting,1
4771,insults,4
4772,insurance,2
4773,integrate,4
4774,integrated,1
4775,integration,6
4776,intellectual,1
4777,intelligence,1
4778,intelligent,1
4779,intend,1
4780,intended,3
4781,intends,1
4782,intention,3
4783,intentions,1
4784,intercepted,3
4785,intercepts,2
4786,interest,4
4787,interested,3
4788,interesting,2
4789,interests,1
4790,interfere,1
4791,interior,1
4792,intermediaries,1
4793,intermittently,2
4794,internal,1
4795,international,3
4796,intervention,1
4797,interview,1
4798,interviewed,1
4799,interwar,1
4800,into,48
4801,intolerable,3
4802,intolerant,1
4803,introduce,2
4804,introduced,1
4805,introducing,1
4806,invade,1
4807,invader,2
4808,invaders,1
4809,invades,1
4810,invading,2
4811,invaluable,1
4812,invasion,7
4813,invent,1
4814,invented,2
4815,invest,4
4816,invested,4
4817,investigate,3
4818,investigated,2
4819,investigating,1
4820,investigation,1
4821,investing,1
4822,investment,1
4823,investor,1
4824,invests,3
4825,invisible,1
4826,invitation,1
4827,invite,6
4828,invited,1
4829,inviting,1
4830,involved,2
4831,iron,4
4832,ironic,1
4833,irrational,2
4834,irregular,5
4835,irregularly,1
4836,irresponsible,1
4837,is,1034
4838,island,8
4839,islands,1
4840,isnt,2
4841,isolated,1
4842,issue,7
4843,issues,2
4844,it,506
4845,its,99
4846,itself,1
4847,jail,3
4848,jaivas,1
4849,jam,1
4850,jeopardized,1
4851,jerk,1
4852,jet,1
4853,jew,1
4854,jewelry,1
4855,jihadist,2
4856,jihadists,4
4857,job,24
4858,jobs,14
4859,join,2
4860,joint,2
4861,joke,6
4862,joking,1
4863,journalist,4
4864,journalists,1
4865,journey,1
4866,joy,2
4867,judge,2
4868,judged,1
4869,judgedrejected,1
4870,judges,4
4871,judging,1
4872,judicial,2
4873,jugular,1
4874,juira,1
4875,jump,3
4876,jumped,3
4877,jumping,1
4878,jumps,1
4879,junkie,1
4880,just,63
4881,justice,6
4882,justification,1
4883,justified,1
4884,justify,2
4885,k,1
4886,kajdjsjdjs,1
4887,keep,12
4888,keeping,3
4889,keeps,3
4890,kept,1
4891,keys,1
4892,kick,5
4893,kicked,3
4894,kicking,1
4895,kicks,1
4896,kid,5
4897,kidnap,1
4898,kidnapped,2
4899,kidneys,1
4900,kids,19
4901,kill,12
4902,killed,7
4903,killer,2
4904,killing,4
4905,kills,7
4906,kilograms,1
4907,kilometers,1
4908,kilos,3
4909,kind,8
4910,kinds,7
4911,king,3
4912,kingdom,2
4913,kisses,3
4914,kitchen,1
4915,kittens,2
4916,kliaos,2
4917,km,4
4918,kneeling,1
4919,knew,4
4920,knife,2
4921,knifepoint,1
4922,knock,2
4923,knotsh,1
4924,know,119
4925,knowing,4
4926,knowingly,1
4927,knowledge,3
4928,known,9
4929,knows,7
4930,lJone,1
4931,la,2
4932,label,1
4933,labels,1
4934,labor,4
4935,laborer,1
4936,labyrinth,2
4937,lack,10
4938,lacked,2
4939,lacking,3
4940,ladies,2
4941,lady,9
4942,ladys,1
4943,lamb,1
4944,lances,1
4945,land,9
4946,landfill,3
4947,lands,3
4948,landscape,1
4949,lanes,1
4950,language,19
4951,languages,2
4952,laps,1
4953,large,2
4954,largely,1
4955,larger,1
4956,largest,2
4957,last,26
4958,late,5
4959,lately,1
4960,later,6
4961,latest,2
4962,laudable,1
4963,laugh,8
4964,laughing,4
4965,laughter,1
4966,law,22
4967,lawless,1
4968,laws,10
4969,lawyer,4
4970,lawyers,1
4971,lays,1
4972,laziness,1
4973,lazy,7
4974,leabian,1
4975,lead,1
4976,leader,2
4977,leads,6
4978,league,3
4979,leaned,1
4980,leaps,1
4981,learn,17
4982,learned,4
4983,learning,3
4984,learns,1
4985,leash,1
4986,least,14
4987,leave,36
4988,leaves,16
4989,leaving,16
4990,led,3
4991,left,59
4992,lefthanded,1
4993,lefthandedness,1
4994,leftist,3
4995,lefts,1
4996,leftwing,1
4997,lefty,1
4998,leg,1
4999,legacy,1
5000,legal,16
5001,legalization,1
5002,legalized,2
5003,legally,5
5004,legions,1
5005,legs,2
5006,lemons,1
5007,lerelles,1
5008,lesbian,2
5009,less,28
5010,lesson,2
5011,lessons,7
5012,lest,1
5013,let,37
5014,lets,13
5015,letter,3
5016,letting,6
5017,lettuce,1
5018,level,6
5019,levels,1
5020,liar,1
5021,liberals,2
5022,libertarian,1
5023,library,1
5024,license,2
5025,lie,7
5026,lies,4
5027,life,71
5028,lifestyle,1
5029,lift,2
5030,light,11
5031,lighten,1
5032,lightly,1
5033,lights,2
5034,like,182
5035,likely,3
5036,likes,2
5037,limits,1
5038,line,2
5039,linear,1
5040,linemens,1
5041,lines,1
5042,linguistic,1
5043,link,2
5044,list,2
5045,listen,3
5046,listened,2
5047,listens,1
5048,lit,1
5049,literally,7
5050,little,37
5051,live,61
5052,lived,20
5053,lives,26
5054,living,13
5055,loan,1
5056,lobbies,1
5057,lobbying,1
5058,local,5
5059,located,6
5060,location,1
5061,locked,2
5062,locks,1
5063,logic,2
5064,logical,1
5065,logistical,1
5066,lol,2
5067,long,24
5068,longawaited,1
5069,longdistance,2
5070,longer,7
5071,longest,1
5072,longsuffering,1
5073,look,36
5074,looked,4
5075,looking,12
5076,looks,7
5077,loop,1
5078,loopholes,1
5079,loose,2
5080,looted,1
5081,lord,1
5082,lords,1
5083,lose,5
5084,loser,1
5085,losers,1
5086,loses,1
5087,losing,4
5088,loss,3
5089,lost,12
5090,lot,33
5091,loud,1
5092,loudmouth,1
5093,loudspeaker,1
5094,love,29
5095,loved,2
5096,lovers,1
5097,loves,3
5098,low,2
5099,lower,3
5100,lowest,2
5101,lowskilled,1
5102,luck,5
5103,luckily,2
5104,lucky,3
5105,lukewarm,1
5106,lumpenes,1
5107,lunch,1
5108,lung,1
5109,luxuries,2
5110,luxury,5
5111,lying,3
5112,m,1
5113,mRNA,1
5114,maam,1
5115,macaroni,1
5116,machete,1
5117,machine,3
5118,machismo,1
5119,macrista,1
5120,made,13
5121,mafia,3
5122,mafias,9
5123,magazines,1
5124,magical,1
5125,magnificent,1
5126,magnum,1
5127,mail,1
5128,main,3
5129,maintain,3
5130,maintained,2
5131,maintaining,1
5132,maintains,1
5133,maintenance,1
5134,maj,1
5135,majority,4
5136,make,48
5137,makes,24
5138,making,9
5139,male,2
5140,malnourished,2
5141,mamadou,1
5142,mame,1
5143,mamporrero,2
5144,man,79
5145,mana,1
5146,manage,8
5147,managed,4
5148,management,3
5149,manager,1
5150,managing,1
5151,manifestations,1
5152,manipulate,2
5153,manipulation,1
5154,manner,2
5155,mans,1
5156,mansion,2
5157,manta,1
5158,manteros,9
5159,mantras,1
5160,manure,1
5161,many,101
5162,march,3
5163,marches,1
5164,marginality,1
5165,marijuana,3
5166,maritime,2
5167,market,3
5168,marketing,2
5169,markets,2
5170,married,2
5171,marry,1
5172,martyrs,1
5173,marvel,1
5174,mascot,1
5175,mask,7
5176,masks,7
5177,mass,4
5178,massacre,3
5179,massive,2
5180,master,3
5181,masters,4
5182,mate,1
5183,material,4
5184,maternal,2
5185,matrix,1
5186,matter,16
5187,mattered,1
5188,matters,4
5189,maximist,1
5190,maximists,1
5191,maximum,2
5192,may,6
5193,maybe,4
5194,mayor,4
5195,me,205
5196,meal,1
5197,meals,2
5198,mean,12
5199,means,12
5200,meantime,1
5201,meanwhile,5
5202,measure,1
5203,measures,2
5204,medal,1
5205,media,16
5206,medical,1
5207,mediocre,1
5208,mediocrities,1
5209,meditate,1
5210,medium,1
5211,meet,7
5212,meeting,2
5213,meets,2
5214,megadiscotheque,1
5215,melody,1
5216,member,4
5217,members,6
5218,membership,1
5219,meme,1
5220,memes,1
5221,memories,1
5222,memory,3
5223,men,11
5224,mena,1
5225,menas,108
5226,meningitis,1
5227,mental,3
5228,mentality,1
5229,mentally,3
5230,mention,2
5231,mentioned,1
5232,mercenaries,1
5233,mercenary,1
5234,merchant,1
5235,merchants,1
5236,merde,1
5237,merger,1
5238,merit,3
5239,merits,7
5240,mess,2
5241,message,3
5242,messenger,2
5243,messes,1
5244,messing,2
5245,mestiza,1
5246,met,8
5247,metal,1
5248,meter,1
5249,meters,2
5250,methods,1
5251,michi,1
5252,middle,12
5253,mids,1
5254,migrant,12
5255,migrants,32
5256,migrate,3
5257,migration,5
5258,migrations,1
5259,migratory,1
5260,miles,5
5261,milis,1
5262,militants,1
5263,military,3
5264,milk,1
5265,milkmaid,1
5266,millennia,1
5267,milling,1
5268,million,13
5269,millionaire,2
5270,millions,6
5271,mimor,1
5272,min,1
5273,minaret,1
5274,mind,4
5275,minds,1
5276,mine,5
5277,mines,1
5278,minimum,6
5279,minister,2
5280,minor,4
5281,minorities,3
5282,minority,2
5283,minors,17
5284,minutes,4
5285,miserable,10
5286,miserly,1
5287,misery,4
5288,misfit,2
5289,misfortune,1
5290,misfortunes,2
5291,misgovernment,1
5292,misguided,1
5293,misinformation,1
5294,misogenous,2
5295,miss,7
5296,missed,1
5297,missing,7
5298,mission,3
5299,mistake,2
5300,mistreated,4
5301,mistreatment,1
5302,mistreats,1
5303,mitigating,1
5304,mix,1
5305,mixed,2
5306,mmm,1
5307,mob,7
5308,mobile,3
5309,mobility,1
5310,mobs,1
5311,mode,1
5312,model,6
5313,models,1
5314,modest,1
5315,modestly,1
5316,mom,9
5317,moment,7
5318,moments,1
5319,momo,1
5320,monarch,1
5321,monarchy,1
5322,money,54
5323,mongolian,1
5324,mongue,1
5325,monkey,1
5326,monkeyfaced,1
5327,monkeys,4
5328,mono,1
5329,monstrosity,1
5330,month,14
5331,months,9
5332,moor,3
5333,mora,1
5334,moral,2
5335,morals,1
5336,more,144
5337,moreover,1
5338,morning,5
5339,moro,3
5340,morocco,1
5341,mosque,1
5342,mosques,1
5343,mosquito,1
5344,most,38
5345,mostly,3
5346,mother,28
5347,motherfucker,1
5348,mothers,10
5349,moths,1
5350,motivate,1
5351,motor,1
5352,motorbike,1
5353,motorcycles,1
5354,mountain,1
5355,mourning,1
5356,mouse,1
5357,mouth,2
5358,mouths,1
5359,move,9
5360,moved,6
5361,movement,4
5362,movements,2
5363,moves,4
5364,movie,8
5365,movies,1
5366,moving,3
5367,much,55
5368,muddy,1
5369,mules,1
5370,multicultural,2
5371,multiculturalism,2
5372,multiculturally,1
5373,multifactorial,1
5374,multiplied,1
5375,multiply,1
5376,multiplying,1
5377,multiracial,1
5378,municipal,1
5379,murder,4
5380,murdered,4
5381,murderer,9
5382,murderers,7
5383,murderous,1
5384,murders,1
5385,muscle,1
5386,music,7
5387,musical,2
5388,must,47
5389,mustachioed,1
5390,mustread,1
5391,mutuals,1
5392,muzzle,1
5393,my,185
5394,myrrh,1
5395,myself,11
5396,mythomaniac,1
5397,n,1
5398,na,1
5399,naZicat,1
5400,nail,1
5401,naive,1
5402,naked,2
5403,name,14
5404,named,3
5405,nana,1
5406,narcissistic,1
5407,narco,1
5408,narrative,2
5409,nasty,1
5410,nation,8
5411,national,14
5412,nationalism,2
5413,nationalities,1
5414,nationality,45
5415,nationalization,2
5416,nationalized,1
5417,nationals,2
5418,native,5
5419,naturalized,2
5420,naturalizing,1
5421,nature,6
5422,nauseating,1
5423,navigate,1
5424,nd,2
5425,near,7
5426,nearby,1
5427,nearly,1
5428,necessarily,3
5429,necessary,4
5430,need,23
5431,needed,6
5432,needs,9
5433,needy,1
5434,negative,2
5435,negatively,1
5436,neighbor,9
5437,neighborhood,14
5438,neighborhoods,9
5439,neighboring,1
5440,neighbors,5
5441,neither,11
5442,neng,3
5443,neoNazi,1
5444,neocommunism,1
5445,nephew,1
5446,nerves,1
5447,net,1
5448,nets,1
5449,network,2
5450,networks,6
5451,neurons,4
5452,neutral,1
5453,never,39
5454,new,33
5455,newcomer,1
5456,news,7
5457,newspaper,1
5458,next,21
5459,nice,7
5460,nickname,1
5461,nie,1
5462,nigga,14
5463,nigger,9
5464,niggers,1
5465,night,10
5466,nightlife,1
5467,nightly,1
5468,nights,4
5469,nineties,1
5470,no,116
5471,nobility,1
5472,noble,1
5473,nod,1
5474,nodding,1
5475,noimmigrant,1
5476,noise,2
5477,noises,1
5478,nomadic,1
5479,nomads,1
5480,nonEU,1
5481,noncompliance,1
5482,nondiscrimination,1
5483,none,5
5484,nonexistent,1
5485,nonimmigrant,6
5486,nonmenas,3
5487,nonpayment,1
5488,nonracist,1
5489,nonsense,13
5490,noon,1
5491,nopalera,1
5492,nor,35
5493,normal,8
5494,normality,2
5495,north,1
5496,northern,3
5497,nostalgia,1
5498,not,498
5499,notable,1
5500,note,2
5501,nothing,31
5502,notice,4
5503,noticed,2
5504,notified,1
5505,nourished,1
5506,novel,1
5507,now,72
5508,nowhere,2
5509,ns,1
5510,nuclear,1
5511,nuggets,1
5512,number,8
5513,numbers,3
5514,numerals,1
5515,nuns,1
5516,nurse,1
5517,nurseries,1
5518,nursery,1
5519,nursing,1
5520,object,1
5521,objective,1
5522,obligation,3
5523,obligations,1
5524,observation,1
5525,observe,1
5526,obsession,1
5527,obstacles,6
5528,obtain,9
5529,obtained,7
5530,obtaining,1
5531,obtains,1
5532,obvious,5
5533,obviously,6
5534,occasions,1
5535,occupancy,1
5536,occupants,6
5537,occupation,1
5538,occupied,1
5539,occupy,2
5540,occupying,2
5541,occurred,2
5542,odd,1
5543,of,1265
5544,off,20
5545,offend,2
5546,offended,2
5547,offenses,1
5548,offensive,1
5549,offer,6
5550,offered,1
5551,offering,1
5552,offers,5
5553,officer,3
5554,officers,2
5555,official,6
5556,officials,4
5557,often,2
5558,oh,5
5559,ok,1
5560,okay,5
5561,old,24
5562,older,2
5563,olives,1
5564,on,294
5565,once,7
5566,one,149
5567,onehanded,1
5568,ones,25
5569,online,1
5570,only,107
5571,open,17
5572,opened,1
5573,opening,1
5574,openly,1
5575,opens,3
5576,operate,1
5577,operation,5
5578,operations,2
5579,opinion,10
5580,opinionable,1
5581,opinions,1
5582,opportunities,5
5583,opportunity,3
5584,opposed,1
5585,opposite,2
5586,opposition,1
5587,oppressed,1
5588,oppression,1
5589,oppressors,1
5590,option,2
5591,optional,1
5592,options,1
5593,opus,1
5594,or,244
5595,orc,2
5596,orcs,1
5597,order,7
5598,ordered,3
5599,orderly,1
5600,orders,2
5601,ore,7
5602,ores,15
5603,org,1
5604,organizations,4
5605,organize,1
5606,organized,4
5607,organizers,1
5608,origin,27
5609,original,5
5610,originally,1
5611,originates,1
5612,origins,1
5613,orphan,1
5614,ortho,5
5615,orthodontics,1
5616,other,64
5617,others,33
5618,our,95
5619,ours,2
5620,out,82
5621,outcast,1
5622,outfit,1
5623,outgoing,1
5624,outraged,1
5625,outrageous,1
5626,outright,1
5627,outside,5
5628,outsiders,1
5629,outstanding,1
5630,over,28
5631,overboard,2
5632,overtones,1
5633,overwhelming,2
5634,overwhelmingly,1
5635,own,15
5636,owner,4
5637,owners,4
5638,owns,1
5639,pack,4
5640,package,2
5641,packages,1
5642,packed,1
5643,packet,1
5644,packs,3
5645,paddle,1
5646,page,1
5647,paguitas,1
5648,paid,16
5649,pain,2
5650,painful,2
5651,paint,5
5652,paintball,1
5653,painting,4
5654,paisacosteocaleoetc,1
5655,palace,1
5656,palm,1
5657,pamphlet,1
5658,panchita,1
5659,panchito,24
5660,panchitos,1
5661,pandemic,12
5662,pans,1
5663,pants,2
5664,paper,2
5665,papers,21
5666,paperwork,2
5667,paradise,2
5668,parakeet,1
5669,paralegals,1
5670,paranoia,1
5671,parasite,2
5672,parasites,2
5673,parents,13
5674,parentsgrandparents,1
5675,park,4
5676,parlor,1
5677,parrot,1
5678,part,15
5679,partial,1
5680,participate,2
5681,particular,1
5682,parties,7
5683,partner,4
5684,partnering,2
5685,parts,4
5686,party,14
5687,partying,1
5688,pass,6
5689,passed,1
5690,passenger,1
5691,passes,2
5692,passing,3
5693,passion,1
5694,passive,1
5695,passport,4
5696,passports,1
5697,password,1
5698,past,3
5699,patao,1
5700,patera,6
5701,pateradyllera,1
5702,pateranos,1
5703,pateras,1
5704,paternal,1
5705,paternalistic,1
5706,path,1
5707,pathetic,4
5708,patience,3
5709,patio,1
5710,patriot,1
5711,patriotic,3
5712,patrioticmigratory,1
5713,pawn,1
5714,pay,80
5715,payas,1
5716,paying,14
5717,payment,1
5718,payroll,1
5719,pays,6
5720,peace,4
5721,peacefully,1
5722,peasant,1
5723,peasants,1
5724,pedal,1
5725,pedophile,3
5726,pedophiles,1
5727,peel,1
5728,pejorative,1
5729,penal,1
5730,penalty,2
5731,pencas,2
5732,peninsula,3
5733,penny,2
5734,pension,2
5735,pensioners,2
5736,pensions,9
5737,people,168
5738,peoples,9
5739,per,13
5740,percentage,4
5741,perception,2
5742,percussionist,1
5743,perennial,1
5744,perfect,2
5745,perfectly,3
5746,performance,1
5747,perhaps,1
5748,period,4
5749,perks,1
5750,permanent,2
5751,permanently,1
5752,permission,3
5753,permissive,1
5754,permit,3
5755,permits,3
5756,peroxide,1
5757,perpetrator,1
5758,perpetual,1
5759,perpetuates,1
5760,perroflautas,1
5761,persecute,1
5762,persecuted,2
5763,person,56
5764,personal,3
5765,personality,2
5766,personally,5
5767,personified,1
5768,personnel,2
5769,persons,1
5770,perspective,5
5771,perucho,1
5772,peruvian,1
5773,peso,2
5774,pesos,1
5775,pest,2
5776,pet,1
5777,petera,1
5778,pffff,1
5779,phallus,1
5780,pharmaceutical,1
5781,phase,1
5782,phenomenon,2
5783,philoetarras,1
5784,philosophy,1
5785,phobia,1
5786,phone,11
5787,phones,3
5788,photo,8
5789,photograph,1
5790,photos,5
5791,phrase,5
5792,phrases,1
5793,physical,1
5794,physically,1
5795,physics,1
5796,pianist,1
5797,piano,2
5798,pick,5
5799,pickaxe,1
5800,picked,1
5801,picking,2
5802,picks,1
5803,piece,10
5804,pieces,3
5805,pig,1
5806,pigeon,1
5807,pigtails,3
5808,pill,2
5809,pillar,1
5810,pilot,1
5811,pimping,1
5812,pink,3
5813,pious,1
5814,pissing,2
5815,pittance,1
5816,pity,3
5817,place,14
5818,placed,2
5819,places,5
5820,placing,1
5821,plain,1
5822,plan,10
5823,plane,7
5824,planes,2
5825,plans,2
5826,plant,2
5827,plantation,1
5828,planting,1
5829,plants,1
5830,plaques,1
5831,plate,2
5832,platforms,1
5833,plausible,1
5834,play,16
5835,played,3
5836,player,2
5837,players,1
5838,playing,5
5839,playoffs,1
5840,plays,3
5841,pleasant,1
5842,please,7
5843,pleasure,2
5844,plenty,1
5845,plotters,3
5846,pluggedin,1
5847,plunger,1
5848,plural,1
5849,pm,7
5850,pocket,3
5851,podemita,3
5852,podemitas,3
5853,podemites,1
5854,podemits,1
5855,poem,1
5856,poems,1
5857,poet,9
5858,poetic,1
5859,poetry,5
5860,point,18
5861,pointing,1
5862,points,3
5863,poison,2
5864,police,32
5865,polices,1
5866,policies,5
5867,policy,2
5868,political,17
5869,politician,11
5870,politicians,10
5871,politics,4
5872,polka,1
5873,polyamorous,1
5874,polyconvicted,1
5875,poor,50
5876,poorer,2
5877,poorly,4
5878,popular,2
5879,popularity,1
5880,population,35
5881,populism,2
5882,porch,1
5883,pork,1
5884,port,8
5885,portrayed,1
5886,ports,1
5887,posh,1
5888,position,8
5889,positions,2
5890,positive,1
5891,possibilities,2
5892,possible,16
5893,post,1
5894,posters,3
5895,posturing,1
5896,potatoes,2
5897,potential,2
5898,potpourri,1
5899,pounds,1
5900,poverty,10
5901,power,6
5902,powerful,2
5903,pozuelo,1
5904,practically,1
5905,practice,2
5906,practicing,1
5907,pray,2
5908,precarious,2
5909,precariousness,2
5910,preceded,1
5911,precisely,2
5912,predatory,1
5913,predict,2
5914,predictable,1
5915,prefer,10
5916,preferred,1
5917,pregnancy,1
5918,pregnant,2
5919,prejudices,1
5920,preliminaries,1
5921,premiere,1
5922,prepare,2
5923,prepared,4
5924,prepares,1
5925,preparing,1
5926,prescribed,1
5927,present,1
5928,presentation,1
5929,presenting,2
5930,presidency,2
5931,president,15
5932,presidentelect,2
5933,presidential,1
5934,press,6
5935,pressure,2
5936,presumption,2
5937,pretend,3
5938,pretending,1
5939,pretensions,1
5940,prettier,1
5941,prevail,1
5942,prevailed,1
5943,prevent,5
5944,prevented,2
5945,preventing,2
5946,prevents,1
5947,previous,3
5948,pride,5
5949,priest,2
5950,priests,1
5951,primary,4
5952,printed,1
5953,prioritize,1
5954,prioritized,1
5955,priority,2
5956,prison,4
5957,prisoner,1
5958,prisoners,3
5959,private,6
5960,privatized,1
5961,privilege,1
5962,privileges,4
5963,probably,4
5964,problem,30
5965,problems,14
5966,procedure,3
5967,procedures,8
5968,proceed,1
5969,process,9
5970,produces,1
5971,product,1
5972,productive,1
5973,profession,1
5974,professional,6
5975,professionals,1
5976,professor,2
5977,profile,3
5978,profiles,1
5979,profitable,3
5980,profited,1
5981,profits,1
5982,program,2
5983,programmer,1
5984,programs,3
5985,progress,3
5986,progressive,7
5987,progressives,5
5988,prohibited,1
5989,proindigenous,1
5990,project,2
5991,projection,1
5992,projects,1
5993,prolife,1
5994,prolifers,1
5995,promenade,2
5996,promise,1
5997,promises,2
5998,promote,5
5999,promoted,1
6000,promoting,1
6001,pronouncing,1
6002,proof,1
6003,prop,1
6004,propaganda,1
6005,proper,1
6006,properties,1
6007,property,1
6008,proportion,1
6009,propose,1
6010,propriety,1
6011,prosper,2
6012,prosperity,1
6013,prosperous,1
6014,prostitute,2
6015,prostituted,1
6016,prostitutes,2
6017,prostitution,1
6018,protagonist,2
6019,protect,10
6020,protected,1
6021,protection,2
6022,protects,1
6023,protest,2
6024,protesting,1
6025,prototype,3
6026,proud,5
6027,proudly,1
6028,prove,1
6029,provide,4
6030,provided,2
6031,providing,1
6032,province,1
6033,provoke,1
6034,pseudo,1
6035,pseudonym,1
6036,pseudorevolution,1
6037,psychiatric,1
6038,psychological,2
6039,psychopath,1
6040,public,19
6041,publicly,1
6042,publishes,1
6043,publishing,1
6044,pull,1
6045,punch,1
6046,punched,1
6047,punctuate,1
6048,punctured,1
6049,puppet,1
6050,puppets,1
6051,puppies,1
6052,purchases,1
6053,pure,3
6054,pureblooded,1
6055,purest,1
6056,purple,1
6057,purpose,1
6058,pursued,2
6059,pushes,2
6060,pussy,9
6061,put,48
6062,putative,1
6063,puto,1
6064,puts,2
6065,putting,8
6066,qualified,1
6067,qualify,2
6068,quality,3
6069,qualms,2
6070,quantities,1
6071,quarantine,5
6072,quarrelsome,2
6073,quarter,1
6074,queer,1
6075,question,7
6076,questions,1
6077,queue,1
6078,queues,1
6079,quickly,11
6080,quiet,6
6081,quietly,3
6082,quilombo,1
6083,quite,4
6084,quotas,1
6085,quote,1
6086,race,3
6087,racial,1
6088,racialized,1
6089,racism,17
6090,racist,35
6091,racists,9
6092,rags,1
6093,rain,1
6094,rainbow,1
6095,raise,7
6096,raised,3
6097,raising,1
6098,raja,1
6099,rampage,1
6100,rampant,1
6101,ran,1
6102,ranchers,1
6103,rancid,1
6104,random,1
6105,range,1
6106,rape,16
6107,raped,6
6108,rapes,5
6109,raping,3
6110,rapist,5
6111,rapists,8
6112,rapper,1
6113,rash,1
6114,rasin,1
6115,rastabar,1
6116,rat,2
6117,rate,5
6118,rather,12
6119,ratings,1
6120,rational,1
6121,rats,2
6122,ratty,1
6123,raval,1
6124,rd,2
6125,reach,6
6126,reached,1
6127,reaches,3
6128,reaching,2
6129,reacted,1
6130,reactions,1
6131,read,10
6132,reading,4
6133,ready,3
6134,real,11
6135,realism,1
6136,reality,17
6137,realize,4
6138,realized,1
6139,realizes,2
6140,really,18
6141,reap,1
6142,reason,9
6143,reasonable,2
6144,reasons,3
6145,rebirth,1
6146,recapitulate,1
6147,receive,19
6148,received,6
6149,receives,6
6150,receiving,4
6151,recent,5
6152,recently,7
6153,recess,1
6154,recession,1
6155,reciprocity,1
6156,recognition,2
6157,recognize,2
6158,recognizes,1
6159,recommend,6
6160,recommended,1
6161,reconciled,2
6162,record,10
6163,recorded,1
6164,recording,1
6165,records,1
6166,recounts,1
6167,recover,1
6168,recovered,3
6169,recurrent,1
6170,recycling,1
6171,red,5
6172,redirected,1
6173,redneck,2
6174,reds,1
6175,refer,1
6176,references,1
6177,referendum,1
6178,referring,4
6179,refers,1
6180,refiguration,1
6181,refill,1
6182,reflect,1
6183,reflected,1
6184,reflecting,1
6185,reflective,1
6186,reflects,1
6187,refugee,7
6188,refugees,2
6189,refusal,1
6190,refuse,2
6191,regarding,1
6192,regime,4
6193,regimes,1
6194,region,3
6195,regions,2
6196,register,3
6197,registered,4
6198,regret,2
6199,regular,3
6200,regularize,2
6201,regularized,1
6202,regularizing,1
6203,regulated,2
6204,reject,1
6205,rejection,3
6206,related,1
6207,relations,3
6208,relationship,1
6209,relative,1
6210,relatively,1
6211,relatives,5
6212,relativity,1
6213,release,3
6214,released,2
6215,releasing,1
6216,relevant,1
6217,reliable,1
6218,religion,4
6219,relocate,6
6220,remain,2
6221,remaining,1
6222,remains,1
6223,remember,17
6224,remembered,1
6225,remind,5
6226,reminded,1
6227,reminds,1
6228,remittances,1
6229,removal,1
6230,remove,3
6231,removed,1
6232,renew,1
6233,renewal,3
6234,renewed,1
6235,rent,4
6236,renting,1
6237,rents,2
6238,reoffend,1
6239,repatriate,1
6240,repatriated,2
6241,repatriating,1
6242,repeat,3
6243,repeated,3
6244,replacement,1
6245,replicate,1
6246,repopulating,1
6247,report,4
6248,reported,2
6249,reporting,1
6250,represent,2
6251,representative,6
6252,represents,1
6253,repress,1
6254,republican,2
6255,repudiation,1
6256,repulsive,1
6257,request,2
6258,requests,1
6259,require,2
6260,required,3
6261,requirement,1
